ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
580,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La composición y reglamentación del Consejo de Seguridad y Defensa Nacional está a cargo del Poder Legislativo.,10,Falso,100%,Verdadero,0%,,0%,,0%,258,Constitución de la República Dominicana,"Consejo de Seguridad y Defensa Nacional. El Consejo de Seguridad y Defensa Nacional es un órgano consultivo que asesora al Presidente de la República en la formulación de las políticas y estrategias en esta materia y en cualquier asunto que el Poder Ejecutivo someta a su consideración. El Poder Ejecutivo reglamentará su composición y funcionamiento.


",30,Medio,
581,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El sistema de inteligencia del Estado será regulado por el presidente de la República mediante Decreto Nacional.,10,Falso,100%,Verdadero,0%,,0%,,0%,261,Constitución de la República Dominicana,"Cuerpos de seguridad pública o de defensa. El Congreso Nacional, a solicitud del Presidente de la República, podrá disponer, cuando así lo requiera el interés nacional, la formación de cuerpos de seguridad pública o de defensa permanentes con integrantes de las Fuerzas Armadas y la Policía Nacional que estarán subordinados al ministerio o institución del ámbito de sus respectivas competencias en virtud de la ley. El sistema de inteligencia del Estado será regulado mediante ley.


",30,Medio,
582,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Las decisiones judiciales para ser examinadas por el Tribunal Constitucional deben haber adquirido la autoridad de la cosa irrevocablemente juzgada y haber sido dictadas después de la proclamación de la Constitución de 2010.,10,Verdadero,100%,Falso,0%,,0%,,0%,277,Constitución de la República Dominicana,"Decisiones con autoridad de la cosa irrevocablemente juzgada. Todas las decisiones judiciales que hayan adquirido la autoridad de la cosa irrevocablemente juzgada, especialmente las dictadas en ejercicio del control directo de la constitucionalidad por la Suprema Corte de Justicia, hasta el momento de la proclamación de la presente Constitución, no podrán ser examinadas por el Tribunal Constitucional y las posteriores estarán sujetas al procedimiento que determine la ley que rija la materia.

",30,Medio,
583,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Para ejercer su misión, las Fuerzas Armadas precisan tener un carácter esencialmente opresivo y agresivo, al margen de los objetivos de alta prioridad nacional.",10,Falso,100%,Verdadero,0%,,0%,,0%,259,Constitución de la República Dominicana,"Carácter defensivo. Las Fuerzas Armadas de la República, en el desarrollo de su misión, tendrán un carácter esencialmente defensivo, sin perjuicio de lo dispuesto en el artículo 260.

",30,Medio,
584,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La función judicial consiste en administrar justicia para decidir sobre los conflictos:,10,Entre personas físicas o morales,100%,Entre órganos del Estado en materia de arbitraje,0%,Entre Estados en el ámbito internacional público,0%,Entre Estados en el ámbito internacional privado,0%,149,Constitución de la República Dominicana,"Poder Judicial. 
Párrafo I.- La función judicial consiste en administrar justicia para decidir sobre los conflictos entre personas físicas o morales, en derecho privado o público, en todo tipo de procesos, juzgando y haciendo ejecutar lo juzgado. Su ejercicio corresponde a los tribunales y juzgados determinados por la ley. El Poder Judicial goza de autonomía funcional, administrativa y presupuestaria.",30,Medio,
585,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La función judicial consiste en administrar justicia para decidir sobre los conflictos entre personas físicas o morales, en derecho privado o público, en todo tipo de procesos, juzgando y haciendo ejecutar lo juzgado:",10,Verdadero,100%,Falso,0%,,0%,,0%,149,Constitución de la República Dominicana,"Poder Judicial. 
Párrafo I.- La función judicial consiste en administrar justicia para decidir sobre los conflictos entre personas físicas o morales, en derecho privado o público, en todo tipo de procesos, juzgando y haciendo ejecutar lo juzgado. Su ejercicio corresponde a los tribunales y juzgados determinados por la ley. El Poder Judicial goza de autonomía funcional, administrativa y presupuestaria.",30,Medio,
586,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Sólo las decisiones emanadas de los tribunales de primera instancia podrán ser recurridas ante un tribunal superior, sujeto a las condiciones y excepciones que establezcan las leyes:",10,Falso,100%,Verdadero,0%,,0%,,0%,149,Constitución de la República Dominicana,"Poder Judicial. 
Párrafo III.- Toda decisión emanada de un tribunal podrá ser recurrida ante un tribunal superior, sujeto a las condiciones y excepciones que establezcan las leyes.",30,Medio,
587,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Sólo estarán exentos de los requisitos de someterse al concurso público de méritos y de aprobar el programa de formación de la Escuela Nacional de la Judicatura:,10,  Los miembros de la Suprema Corte de Justicia que sean de libre elección.,100%,Los jueces de paz,0%,Los jueces de primera instancia,0%,Los miembros del Tribunal Superior Administrativo,0%,150,Constitución de la República Dominicana,"Carrera judicial. 
Párrafo II.- Para ser designado juez del Poder Judicial, todo aspirante debe someterse a un concurso público de méritos mediante el sistema de ingreso a la Escuela Nacional de la Judicatura que al efecto establezca la ley y haber aprobado satisfactoriamente el programa de formación de dicha escuela. Sólo estarán exentos de estos requisitos los miembros de la Suprema Corte de Justicia que sean de libre elección.",30,Medio,
588,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"El servicio en el Poder Judicial es incompatible con cualquier otra función pública o privada, excepto:",10,La docente,100%,La mercantil,0%,La económica,0%,La política,0%,151,Constitución de la República Dominicana,"Independencia del Poder Judicial. Las y los jueces integrantes del Poder Judicial son independientes, imparciales, responsables e inamovibles y están sometidos a la Constitución y a las leyes. No podrán ser removidos, separados, suspendidos, trasladados o jubilados, sino por alguna de las causas establecidas y con las garantías previstas en la ley. 

1) La ley establecerá el régimen de responsabilidad y rendición de cuentas de jueces y funcionarios del Poder Judicial. El servicio en el Poder Judicial es incompatible con cualquier otra función pública o privada, excepto la docente.",30,Medio,
589,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La edad de retiro obligatoria para los jueces de la Suprema Corte de Justicia es de:,10,75 años,100%,70 años,0%,65 años,0%,60 años,0%,151,Constitución de la República Dominicana,"Independencia del Poder Judicial. Las y los jueces integrantes del Poder Judicial son independientes, imparciales, responsables e inamovibles y están sometidos a la Constitución y a las leyes. No podrán ser removidos, separados, suspendidos, trasladados o jubilados, sino por alguna de las causas establecidas y con las garantías previstas en la ley. 
2) La edad de retiro obligatoria para los jueces de la Suprema Corte de Justicia es de setenta y cinco años. Para los demás jueces, funcionarios y empleados del Poder Judicial se establecerá de acuerdo con la ley que rige la materia.",30,Medio,
590,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Suprema Corte de Justicia podrá reunirse, deliberar y fallar válidamente con el quórum determinado por la Constitución.",10,Falso,100%,Verdadero,0%,,0%,,0%,152,Constitución de la República Dominicana,"Integración. La Suprema Corte de Justicia es el órgano jurisdiccional superior de todos los organismos judiciales. Estará integrada por no menos de dieciséis jueces y podrá reunirse, deliberar y fallar válidamente con el quórum determinado por la ley que establece su organización. Estará dividida en salas, de conformidad con la ley.



",30,Difícil,
591,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Suprema Corte de Justicia estará dividida en salas, de conformidad con la ley:",10,Verdadero,100%,Falso,0%,,0%,,0%,152,Constitución de la República Dominicana,"Integración. La Suprema Corte de Justicia es el órgano jurisdiccional superior de todos los organismos judiciales. Estará integrada por no menos de dieciséis jueces y podrá reunirse, deliberar y fallar válidamente con el quórum determinado por la ley que establece su organización. Estará dividida en salas, de conformidad con la ley.


",30,Medio,
592,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,No es un requisito para ser juez o jueza de la Suprema Corte de Justicia:,10,Haber sido egresado de la Universidad Autónoma de Santo Domingo,100%,Ser licenciado o doctor en Derecho.,0%,Ser dominicana o dominicano de nacimiento u origen y tener más de treinta y cinco años.,0%,Hallarse en pleno ejercicio de los derechos civiles y políticos.,0%,153,Constitución de la República Dominicana,"Requisitos. Para ser juez o jueza de la Suprema Corte de Justicia se requiere: 1) Ser dominicana o dominicano de nacimiento u origen y tener más de treinta y cinco años de edad; 2) Hallarse en pleno ejercicio de los derechos civiles y políticos; 3) Ser licenciado o doctor en Derecho; 4) Haber ejercido durante por lo menos doce años la profesión de abogado, la docencia universitaria del derecho o haber desempeñado, por igual tiempo, las funciones de juez dentro del Poder Judicial o de representante del Ministerio Público. Estos períodos podrán acumularse.





",30,Medio,
593,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"El Consejo del Poder Judicial estará integrado por el Presidente de la Suprema Corte de Justicia, un Juez de la Suprema Corte de Justicia, un Juez de Corte de Apelación o su equivalente, elegido por sus pares, un Juez de Primera Instancia o su equivalente, elegido por sus pares y un Juez de Paz o su equivalente, elegido por sus pares.",10,Verdadero,100%,Falso,0%,,0%,,0%,155,Constitución de la República Dominicana,"Integración. El Consejo del Poder Judicial estará integrado de la forma siguiente: 1) El Presidente de la Suprema Corte de Justicia, quien lo presidirá; 2) Un Juez de la Suprema Corte de Justicia, elegido por el pleno de la misma; 3) Un Juez de Corte de Apelación o su equivalente, elegido por sus pares; 4) Un Juez de Primera Instancia o su equivalente, elegido por sus pares; 5) Un Juez de Paz o su equivalente, elegido por sus pares.


",30,Medio,
594,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,No es un requisito para ser juez de una Corte de Apelación:,10,Tener 10 años de experiencia judicial.,100%,Ser dominicano o dominicana.,0%,Ser licenciado o doctor en Derecho.,0%,Hallarse en el pleno ejercicio de los derechos civiles y políticos.,0%,158,Constitución de la República Dominicana,"Requisitos. Para ser juez de una Corte de Apelación se requiere: 1) Ser dominicano o dominicana; 2) Hallarse en el pleno ejercicio de los derechos civiles y políticos; 3) Ser licenciado o doctor en Derecho; 4) Pertenecer a la carrera judicial y haberse desempeñado como juez de Primera Instancia durante el tiempo que determine la ley.





",30,Medio,
